call_id,caller,callee,start_time,end_time,duration_sec,call_type,country,plan_type,cost_usd,status,cell_tower_id,network_type,latitude,longitude
00b88125-8389-4de4-8ed9-a921023b24e2,6899446438483,9007714968663,2026-03-13T02:59:44,2026-03-13T03:15:01,917,sms,DE,postpaid,4.264,failed,TOWER_7393,4G,51.390745,6.247429
17cc5943-908b-4100-9b51-cc694612b887,7848454154235,4053490635050,2026-03-13T12:35:38,2026-03-13T12:39:02,204,voice,DE,prepaid,0.226,completed,TOWER_4115,3G,49.365895,11.766588
81816b02-7267-4ce1-a57e-60d8911a4f45,7629588538170,2636682923692,2026-03-13T02:58:44,2026-03-13T03:07:40,536,sms,IN,postpaid,0.91,dropped,TOWER_5026,3G,31.716392,77.106782
cce506fa-a708-40fe-9f36-9a697eb87b02,9258279699121,2906689427426,2026-03-13T00:50:58,2026-03-13T01:02:16,678,sms,BR,postpaid,1.742,dropped,TOWER_9070,4G,-27.79789,-57.334179
13d8a59e-6168-4c49-b05c-5c2c1ba672e1,1660914848390,0631429075722,2026-03-13T04:05:23,2026-03-13T04:26:37,1274,sms,UK,postpaid,2.673,dropped,TOWER_2280,3G,52.879015,-2.36018
7cb60ebf-4a84-4b03-b077-766c1e881e4e,8240749911512,3640505878630,2026-03-13T15:18:03,2026-03-13T15:30:21,738,data,BR,prepaid,1.14,dropped,TOWER_8777,4G,-20.699333,-50.251127
3052d082-ea8c-4511-82be-f2bfdd62bff1,8702525853324,8270155457636,2026-03-13T07:17:27,2026-03-13T07:27:24,597,sms,IN,postpaid,2.128,failed,TOWER_3608,5G,9.858575,76.168273
6c666fa3-bd2e-4b8a-b9a4-637e0df6d3a4,4979385750902,6141434037545,2026-03-12T11:29:43,2026-03-12T11:49:11,1168,voice,IN,prepaid,1.709,completed,TOWER_3448,5G,10.840459,95.818769
87a79c1b-2d71-4d33-95b6-68b888dc3293,1123959574169,5636216044504,2026-03-12T10:52:23,2026-03-12T10:59:36,433,data,BR,prepaid,1.921,failed,TOWER_2736,3G,-27.99953,-39.923391
5a65d203-f60e-4003-9b84-2c55a66efaf2,8881632390861,9760668764007,2026-03-12T00:17:27,2026-03-12T00:39:43,1336,voice,NG,prepaid,2.322,failed,TOWER_1088,3G,13.572418,7.483578
6ccd22e1-aeb0-4d36-8c28-9986f2af080d,0971535740966,2670618838953,2026-03-12T20:21:40,2026-03-12T20:34:38,778,data,NG,postpaid,3.202,completed,TOWER_2990,3G,5.165257,5.226604
8d141a64-7cb6-4219-a9e8-d600650cd192,6166766639774,1354013382073,2026-03-13T10:56:01,2026-03-13T11:14:49,1128,voice,DE,postpaid,3.008,dropped,TOWER_3133,3G,48.044106,9.271393
24ccf599-6e42-4253-ba38-509c2f05df63,3084087154960,6377698672345,2026-03-12T13:07:24,2026-03-12T13:07:56,32,voice,US,postpaid,0.108,completed,TOWER_6066,4G,25.327803,-79.281691
a143d2e0-199c-4a32-9038-9ed041645e9b,2168896546664,9364895250360,2026-03-13T01:44:30,2026-03-13T01:46:36,126,data,US,prepaid,0.14,completed,TOWER_5398,3G,47.497867,-107.32355
26fc701c-2adc-47b9-9496-fd37ef883c77,4013217569576,8959916257370,2026-03-12T14:24:51,2026-03-12T14:31:32,401,voice,US,prepaid,0.515,completed,TOWER_9120,5G,46.408267,-89.658666
06510eaf-70cd-4e61-8685-bf3ce0407c69,6441157089037,0215664836646,2026-03-12T02:57:34,2026-03-12T03:19:43,1329,sms,IN,postpaid,4.849,failed,TOWER_4996,3G,22.69817,78.541608
11a28fec-1086-4fb5-9764-b3cf4c39a89b,9531291782277,7909380316564,2026-03-13T17:44:06,2026-03-13T17:58:09,843,data,US,postpaid,3.041,dropped,TOWER_4900,5G,36.318816,-81.96576
312643cb-3978-47ac-b617-3b90e3b66c9f,1757949219228,3279964617311,2026-03-13T02:38:34,2026-03-13T03:01:03,1349,voice,UK,postpaid,2.516,completed,TOWER_8182,3G,50.675279,-0.443167
8386efc0-ffcb-41a9-913c-107ca72f4da7,4870312038717,0821765123607,2026-03-12T21:49:39,2026-03-12T21:53:19,220,sms,DE,prepaid,0.798,completed,TOWER_3761,4G,51.694089,14.366829
7e03b15c-140d-4bc5-a7b2-6119a89cd08c,2399505824089,8957686365094,2026-03-13T15:51:10,2026-03-13T16:06:44,934,sms,BR,postpaid,1.908,failed,TOWER_7252,4G,-20.91129,-34.232568
e80730b8-76cf-476b-8d9c-110a2ea56fde,0646729953380,4636436739721,2026-03-11T20:12:57,2026-03-11T20:38:27,1530,voice,NG,prepaid,2.622,dropped,TOWER_8045,4G,11.672993,3.03623
4fd84945-e9d8-40a6-855b-d6287cb742ee,5227142640499,7565552915832,2026-03-12T11:33:15,2026-03-12T12:00:48,1653,sms,NG,postpaid,3.933,completed,TOWER_6710,4G,13.874207,14.939588
a1d4407a-b1d9-4572-ae5a-81591f0f5b2d,5799223668892,9867911959726,2026-03-13T18:12:02,2026-03-13T18:37:55,1553,sms,NG,prepaid,7.197,completed,TOWER_2321,3G,4.179479,11.240109
c9db159f-c60d-413d-b99d-39ecdd2e299b,6916653235578,9270368271671,2026-03-12T02:46:44,2026-03-12T03:04:48,1084,data,DE,postpaid,3.189,dropped,TOWER_2722,5G,54.484878,12.462771
236273eb-ec97-4ea7-ab42-b678a7501d9d,1157702833814,4985078909360,2026-03-11T19:50:37,2026-03-11T20:17:55,1638,voice,IN,postpaid,5.298,failed,TOWER_2380,4G,24.197529,70.002407
d2607cda-a060-4603-861a-1b0101771c1f,1140390078617,1823765577359,2026-03-12T09:29:33,2026-03-12T09:35:32,359,data,NG,prepaid,1.754,dropped,TOWER_7972,4G,4.731038,7.994155
9566d57b-4447-4afc-a668-41c35c8c5350,8448063924490,6973786261533,2026-03-12T18:43:23,2026-03-12T19:02:20,1137,data,UK,prepaid,3.63,dropped,TOWER_4070,3G,52.512357,-3.129482
5edbe7fa-5b24-4c16-8a43-435f33502075,2790364641173,8002759570442,2026-03-13T08:36:10,2026-03-13T08:58:38,1348,voice,IN,postpaid,3.375,dropped,TOWER_1282,3G,33.753973,76.809042
c73b7f73-d300-4670-8156-b7d25723748d,5383801853301,6559460382313,2026-03-12T19:28:51,2026-03-12T19:49:44,1253,data,BR,postpaid,5.035,failed,TOWER_4687,5G,-28.157295,-39.832013
2d30c71d-c77e-4b0d-af23-3b3893f03ad9,6621258246174,4744221379593,2026-03-11T20:52:37,2026-03-11T21:09:21,1004,sms,BR,prepaid,1.377,completed,TOWER_4461,5G,-9.04153,-72.888944
ced77041-9526-488c-8fd5-05594f03096f,3206932106302,7803405208856,2026-03-12T04:44:30,2026-03-12T04:59:59,929,sms,NG,prepaid,2.048,failed,TOWER_7503,3G,12.412051,10.366276
616fc747-4d0d-40b6-8028-c71904ae3782,2219441636216,5989758334996,2026-03-12T19:48:28,2026-03-12T19:51:02,154,data,IN,prepaid,0.637,dropped,TOWER_1875,4G,8.745954,78.029087
045ecdcb-85d7-4fe9-b9e0-d8de54fe4a8d,9050126524697,1821882606086,2026-03-12T01:09:51,2026-03-12T01:38:50,1739,voice,IN,prepaid,1.83,failed,TOWER_4201,5G,23.49267,92.977839
86bb776f-1e55-426a-ab10-3786d6c6b763,1391548874647,3516112289187,2026-03-12T12:06:21,2026-03-12T12:21:48,927,data,UK,postpaid,4.017,failed,TOWER_4654,3G,50.72672,-1.754855
6da8daca-f7b7-417b-b48b-4b9afe1fc4c2,4030135945961,6950625697433,2026-03-13T01:17:19,2026-03-13T01:33:08,949,data,UK,postpaid,1.582,failed,TOWER_8384,4G,55.178285,-0.824887
aeacd93d-74ab-4115-9262-7d36556f564b,8175829467748,8787238134364,2026-03-12T22:07:35,2026-03-12T22:26:03,1108,sms,US,prepaid,3.86,completed,TOWER_9446,3G,25.404606,-111.089796
63be3881-9c71-4e2e-9179-83c7d98fdee6,1904950994774,0628111902807,2026-03-12T22:36:39,2026-03-12T22:52:24,945,sms,IN,postpaid,3.778,dropped,TOWER_1655,4G,13.037122,77.294174
cb0493f5-7e90-4e87-990c-40f40e94c095,4089331040521,8348917745038,2026-03-12T22:01:51,2026-03-12T22:23:10,1279,data,IN,prepaid,6.051,completed,TOWER_5947,3G,16.900912,96.729772
c1256706-ebe0-4f56-a86c-c97ab80068ac,9114779562661,3499644750372,2026-03-11T23:13:14,2026-03-11T23:17:24,250,sms,US,postpaid,0.287,completed,TOWER_3952,5G,37.839046,-103.730002
f7342ec4-aedb-4e54-8811-9bf124bea3ba,0290264941286,4565142037352,2026-03-13T01:12:10,2026-03-13T01:33:17,1267,sms,BR,prepaid,2.649,dropped,TOWER_3536,3G,-32.444532,-39.682847
8172a3fc-b966-4883-a2f6-e7f037c408c6,5689673387744,9990383230465,2026-03-13T15:59:30,2026-03-13T16:27:40,1690,sms,BR,postpaid,2.831,failed,TOWER_7474,5G,-32.569032,-48.082036
ce33b18d-384a-40b7-bc39-e603c7273c19,3785555399496,3989013636390,2026-03-12T07:09:20,2026-03-12T07:16:31,431,data,US,prepaid,0.519,completed,TOWER_2939,4G,33.056645,-122.429481
24a78278-dbd1-4475-817d-4261bb6de7ae,6974211025311,4138145299250,2026-03-11T23:33:44,2026-03-11T23:40:19,395,sms,DE,postpaid,0.985,dropped,TOWER_6026,4G,47.632206,7.168122
ebdfa284-169c-44b7-b466-0db81a1f8de9,4069529665817,7338545717557,2026-03-12T12:53:29,2026-03-12T13:09:20,951,data,BR,prepaid,2.318,dropped,TOWER_9197,3G,-29.082251,-42.998937
06d51945-38bd-4758-9918-4bd7d5509ab1,7065536358322,8795163790462,2026-03-13T00:06:25,2026-03-13T00:12:34,369,voice,US,postpaid,0.82,failed,TOWER_8983,3G,45.452898,-101.179726
a10e71bf-f4b8-40c1-81ef-45d247c385c9,1557985630301,3171097843850,2026-03-13T19:08:00,2026-03-13T19:21:28,808,voice,BR,prepaid,2.932,completed,TOWER_1704,4G,-30.062569,-63.598825
2faa01e2-47fd-4c92-9a1d-9b3bceee766e,0329620052145,3142402305665,2026-03-13T13:02:25,2026-03-13T13:04:44,139,voice,DE,postpaid,0.412,dropped,TOWER_8635,5G,54.596641,8.950306
9d5edcf6-2a9f-448a-b55b-82a80e897a68,2176493929134,1591564687038,2026-03-13T13:57:03,2026-03-13T14:26:16,1753,voice,NG,postpaid,5.967,dropped,TOWER_2532,4G,9.952768,5.585603
809c4bed-df1a-404d-9279-bd54e06739c3,9366427196453,9569153104942,2026-03-11T19:53:09,2026-03-11T20:11:39,1110,voice,US,postpaid,3.208,failed,TOWER_1738,5G,33.15948,-120.137679
253ab0a0-d4db-4e1f-b73f-b8324aeda873,9464969562930,8260665130366,2026-03-12T00:18:58,2026-03-12T00:21:30,152,voice,BR,prepaid,0.167,failed,TOWER_4054,5G,-20.740704,-51.364903
864bb423-079d-46aa-8f19-33c56d352a35,8079902244980,9227024014418,2026-03-12T06:55:43,2026-03-12T07:18:14,1351,sms,DE,prepaid,6.313,failed,TOWER_3803,3G,48.545225,12.057128
af8010f9-5ae8-41bf-bb73-76df4432a85c,7378902757448,7798508140759,2026-03-12T14:20:26,2026-03-12T14:30:37,611,voice,UK,postpaid,2.462,dropped,TOWER_9066,4G,54.871382,1.055754
c14f6e8e-21fb-4f31-ba93-d307c84d913d,6929816184797,2094431541886,2026-03-13T08:51:53,2026-03-13T09:11:06,1153,voice,US,prepaid,3.792,completed,TOWER_2058,5G,27.08154,-110.085497
4dc56dfb-1425-4aa2-913b-fb033a064e23,6654627243991,4574541870523,2026-03-12T07:06:12,2026-03-12T07:15:53,581,voice,DE,postpaid,2.092,dropped,TOWER_3354,3G,52.249292,11.769239
9d05795a-ceeb-44ea-b42e-15edac141c25,8340661025810,2271584437834,2026-03-12T02:02:37,2026-03-12T02:21:45,1148,voice,BR,prepaid,2.204,completed,TOWER_6456,3G,-12.359818,-34.970005
c80daf32-8d93-4c01-b296-8c257d62e2ca,3584660402661,2393467712375,2026-03-13T16:11:35,2026-03-13T16:34:19,1364,voice,DE,postpaid,2.019,dropped,TOWER_4705,4G,52.674159,8.144479
e39eb3ea-fac7-4376-878b-67c15fad5747,2284156987776,6468794647385,2026-03-13T04:33:56,2026-03-13T04:39:30,334,voice,BR,prepaid,1.09,completed,TOWER_9033,4G,-4.545398,-54.660027
378dabe5-e8b9-4a30-bc96-c2fc3ee84e40,1449759267583,3020424667696,2026-03-12T16:19:31,2026-03-12T16:46:50,1639,data,BR,postpaid,2.124,failed,TOWER_2091,5G,-19.814851,-63.816205
6cc17306-ab36-40dd-af4d-a0be631320b8,3677121546279,4053749842830,2026-03-12T11:30:42,2026-03-12T11:47:31,1009,sms,DE,postpaid,4.66,completed,TOWER_7277,5G,52.33028,7.43969
d07b7c57-5810-40a5-aeec-1f430aa822b8,0630492132964,4278576452011,2026-03-12T21:02:36,2026-03-12T21:28:15,1539,voice,UK,prepaid,2.082,dropped,TOWER_8962,3G,53.868241,-1.56196
f0722e64-4a09-4cfc-ae54-0791d425a286,5044541905785,3294650258663,2026-03-13T16:53:17,2026-03-13T17:03:49,632,data,NG,postpaid,2.902,completed,TOWER_5828,5G,7.972332,7.783282
86f4fe4c-2b3d-4657-a4b1-75d02112a646,8077035104873,4313637367388,2026-03-11T23:22:45,2026-03-11T23:28:35,350,voice,US,prepaid,0.972,failed,TOWER_4680,4G,47.839134,-72.767099
6e057bc9-f22b-42bf-95e7-257c5c2c1871,2448681843900,4460186274192,2026-03-11T23:38:32,2026-03-11T23:48:33,601,sms,DE,prepaid,1.878,dropped,TOWER_8702,3G,48.737376,14.980652
7684c060-90ca-4f9b-8dae-a02633efed9a,3440257334627,6761221669683,2026-03-11T19:50:26,2026-03-11T20:20:03,1777,voice,NG,postpaid,6.894,failed,TOWER_4306,4G,13.303636,9.457793
68828103-4b0c-4fbb-b507-581d77774d53,0954993226554,9640234877149,2026-03-12T04:15:14,2026-03-12T04:23:48,514,sms,DE,postpaid,1.715,dropped,TOWER_8538,4G,54.631508,11.42778
87189c2a-b404-4a8c-b003-2f2daaf1ae30,2965484815837,4416071825229,2026-03-12T06:30:38,2026-03-12T06:46:55,977,voice,IN,postpaid,1.012,dropped,TOWER_5707,4G,9.597591,77.304522
774deba2-1b07-4bcc-87cd-4addf20a34d8,6570914959092,8206911114298,2026-03-12T22:41:49,2026-03-12T22:43:26,97,voice,IN,postpaid,0.394,completed,TOWER_6165,3G,32.297754,72.57286
12c62ba7-7811-4697-8e2b-ba81215e8cdd,2384989848814,7730752173873,2026-03-13T18:54:47,2026-03-13T18:55:08,21,voice,NG,postpaid,0.079,failed,TOWER_4732,4G,11.826017,5.453585
2d382f20-f52c-44b4-b906-8f57935f76f4,4315375609465,2744405578031,2026-03-12T07:07:30,2026-03-12T07:30:28,1378,sms,BR,prepaid,2.204,failed,TOWER_2363,3G,-25.753599,-62.584207
4d78e9dd-7edc-4209-8c03-64276fd5538d,0694442468191,4301584658671,2026-03-12T09:14:27,2026-03-12T09:17:08,161,data,IN,prepaid,0.759,failed,TOWER_5224,5G,35.394477,94.555454
4256889f-a905-4385-92a5-cdd7282660a3,9031141091060,6671764889278,2026-03-13T02:48:40,2026-03-13T03:01:29,769,sms,IN,prepaid,1.604,completed,TOWER_2343,5G,34.59366,90.724227
a99afc1c-5d8b-4b90-9c18-a00b92248b86,3247510403509,4636756509696,2026-03-13T09:09:45,2026-03-13T09:15:41,356,data,NG,prepaid,1.217,dropped,TOWER_5868,5G,4.292638,4.006656
93304d56-f15f-4682-9e99-fbbb65e9dd21,1768676033428,8316461165866,2026-03-12T07:58:54,2026-03-12T08:04:36,342,sms,IN,postpaid,1.029,dropped,TOWER_5781,5G,15.283663,90.0316
217b9fdc-42c7-4388-a0bd-2fe2612b00c8,9842331883424,5339637336445,2026-03-12T01:51:38,2026-03-12T02:12:11,1233,data,BR,prepaid,2.135,dropped,TOWER_1173,5G,-29.140037,-70.004821
9054305c-982b-4d20-8940-ccd8d455f692,3735333428530,2262684967672,2026-03-13T04:52:25,2026-03-13T05:13:54,1289,voice,UK,prepaid,6.147,completed,TOWER_6092,5G,54.038483,-5.420667
f4752ec0-3a79-4ccb-9b3f-58b2f6301f58,1565388892744,6054762235636,2026-03-13T13:04:57,2026-03-13T13:25:04,1207,sms,DE,postpaid,3.117,failed,TOWER_1829,4G,50.544166,8.346657
be52b1e3-ab5b-426c-bb9e-8183980b1ad9,9251308918518,1370654385933,2026-03-12T00:09:57,2026-03-12T00:27:54,1077,data,BR,prepaid,3.454,failed,TOWER_2118,3G,-26.211018,-59.280789
0997041c-5b6a-4ed9-b236-b71fa897b6d5,7113444431608,1806400173951,2026-03-12T03:32:47,2026-03-12T03:47:21,874,data,DE,prepaid,2.552,completed,TOWER_9489,5G,54.404479,9.67183
6547f5b8-5983-4b06-82f2-06dbc335974e,1434641974439,1421433407780,2026-03-12T18:54:09,2026-03-12T19:04:38,629,data,NG,prepaid,2.046,failed,TOWER_8742,3G,7.680367,4.38952
e30e9de0-3594-45dc-9cfe-603d09e0251e,3499491187903,6935030560514,2026-03-11T21:50:57,2026-03-11T22:16:21,1524,sms,UK,postpaid,7.409,dropped,TOWER_8967,3G,58.794742,-4.613075
841b8bbd-9d74-4f80-97ea-f1bc37833273,5927877102283,2210766994437,2026-03-13T10:06:31,2026-03-13T10:08:38,127,data,UK,postpaid,0.432,completed,TOWER_2342,3G,55.230433,-2.114051
00257f94-1793-4b67-8ab7-c5ba92de168d,4354655420891,5820728332980,2026-03-11T23:50:33,2026-03-12T00:18:06,1653,data,BR,postpaid,4.887,dropped,TOWER_1458,3G,-16.127791,-57.134426
0328f06f-8fd4-4e47-8ed5-c95a72014b99,4170878865847,0977995969913,2026-03-11T19:13:02,2026-03-11T19:16:44,222,sms,US,prepaid,0.38,failed,TOWER_9281,4G,44.765729,-80.026663
158387ed-7c74-4685-bb92-8b47b9dbd8e9,6785003029433,6554502777339,2026-03-12T01:19:49,2026-03-12T01:42:21,1352,voice,US,prepaid,3.566,failed,TOWER_1596,3G,43.615208,-93.329828
73e4ea17-cd7d-4b65-8472-160408194d50,6145144727935,0719733892016,2026-03-12T16:09:52,2026-03-12T16:17:53,481,data,US,postpaid,0.646,dropped,TOWER_1386,5G,32.059499,-82.388265
99fe4a84-7292-4a88-8612-1586307cecba,2706705942039,6110245732194,2026-03-12T22:53:09,2026-03-12T23:00:18,429,data,IN,postpaid,0.483,failed,TOWER_7867,4G,17.985074,83.520641
aace892c-a4f9-4ed2-aa9a-7f19dac0b0e5,1801793661411,2412090726046,2026-03-12T21:01:11,2026-03-12T21:06:52,341,voice,DE,prepaid,0.882,dropped,TOWER_7420,4G,48.199993,11.177008
b37c2a09-6b29-4511-9252-82cc60fb29f2,7726974481467,3898510775555,2026-03-13T15:39:36,2026-03-13T15:40:02,26,sms,IN,postpaid,0.11,dropped,TOWER_2444,5G,19.073032,71.998056
b1a1a587-b667-4238-8083-3c26c692ae5a,2558731163756,0002628711677,2026-03-13T10:06:51,2026-03-13T10:17:24,633,data,DE,postpaid,1.969,completed,TOWER_4410,4G,53.885275,11.371899
550eb1c1-d64e-4d37-a581-f89e267acc1c,4915081725859,3139126697707,2026-03-13T03:40:10,2026-03-13T03:59:59,1189,voice,DE,postpaid,1.516,completed,TOWER_3655,4G,52.332059,10.272242
0b2739b7-625b-4a60-9148-334a7aac88c9,1292289590672,0992897991407,2026-03-12T16:35:45,2026-03-12T16:48:24,759,sms,US,postpaid,2.281,dropped,TOWER_2213,5G,33.888394,-114.588545
59af9a7e-3093-41aa-a8bc-a03707b1fdc3,3287150939760,3534392588469,2026-03-13T05:13:24,2026-03-13T05:35:51,1347,sms,DE,prepaid,2.983,failed,TOWER_9760,5G,52.268888,9.018386
7ed12a59-2e05-4073-95d2-c0c44645a93b,5164004577124,6675033177970,2026-03-12T08:34:20,2026-03-12T08:42:10,470,data,DE,prepaid,1.814,dropped,TOWER_2558,5G,50.717521,11.712773
1597893d-3a67-4dba-a430-1cbcc4fa72c5,0550310853522,2713165737029,2026-03-13T14:48:15,2026-03-13T15:07:13,1138,data,US,postpaid,2.99,failed,TOWER_8441,3G,42.3138,-86.364437
b9b9e928-9afd-48b2-9e09-5e0d644110d6,2619678502933,5961186300679,2026-03-13T10:36:48,2026-03-13T10:50:01,793,sms,NG,prepaid,2.007,completed,TOWER_6240,5G,8.848258,14.434746
066286f2-6685-403f-8df2-0c6b88013072,4833458505495,5947430126393,2026-03-12T15:28:18,2026-03-12T15:30:01,103,data,IN,prepaid,0.209,failed,TOWER_3526,4G,32.145408,77.760647
d90e237a-b561-4c0c-8ea3-9d46f136bc65,4204108846348,4716318422236,2026-03-12T04:50:41,2026-03-12T05:16:22,1541,data,IN,postpaid,2.358,dropped,TOWER_6505,5G,24.375658,80.268097
ba2e0120-3b31-4db0-ae99-fd5b0897a768,0759455758232,3545215976776,2026-03-12T20:36:53,2026-03-12T20:52:43,950,sms,DE,prepaid,2.774,dropped,TOWER_3384,4G,50.412734,13.275191
2b8ead1f-4e8b-4251-9439-0e9aea132ab9,4571989972454,8391576185280,2026-03-13T01:02:49,2026-03-13T01:19:20,991,data,DE,prepaid,2.541,dropped,TOWER_8649,4G,48.398432,9.274364
dbe5faaa-0786-4570-b974-8e0881fa9822,0349926507177,5712083867029,2026-03-12T07:24:55,2026-03-12T07:54:33,1778,voice,UK,postpaid,7.449,dropped,TOWER_7849,5G,56.205614,-5.563819
fff06021-0e8a-46ee-bfca-d867e9e02a6f,6973539431828,3828508740346,2026-03-13T00:43:25,2026-03-13T00:50:27,422,voice,UK,prepaid,0.864,failed,TOWER_5833,4G,55.455941,1.95327
8e41b4dc-d201-433b-91ef-5fe0b4895ff3,5745551964293,5564246525715,2026-03-12T05:23:59,2026-03-12T05:40:54,1015,voice,DE,prepaid,4.431,dropped,TOWER_8906,4G,53.273212,6.693222
49ee975f-0ec6-427d-8d26-a2c3c12806af,5855317916399,7195347063082,2026-03-13T15:01:44,2026-03-13T15:07:27,343,voice,UK,postpaid,0.574,dropped,TOWER_4804,3G,54.162065,-3.288063
1ec134dc-d0b9-4932-8c41-0788965d834f,0837731869444,1371924235886,2026-03-12T06:06:13,2026-03-12T06:14:56,523,data,DE,prepaid,0.84,dropped,TOWER_9558,3G,47.666245,7.721594
9120897b-ec27-4b73-91e2-bcdbb36fab17,7330132942734,4312043765593,2026-03-13T05:09:55,2026-03-13T05:37:00,1625,data,NG,prepaid,4.241,completed,TOWER_1102,5G,10.729468,11.851461
a87f1fb9-dfb6-4123-85a1-116ea781e146,4286309004226,6731089540644,2026-03-13T09:12:42,2026-03-13T09:18:14,332,sms,UK,prepaid,0.515,completed,TOWER_3238,3G,58.191542,-5.876869
cba9919a-d5bd-42e1-8222-627c7b6873aa,6282747380359,4598207670765,2026-03-13T11:10:24,2026-03-13T11:38:02,1658,sms,BR,postpaid,6.636,dropped,TOWER_1106,4G,-4.380548,-48.302206
c0cd1826-a698-4b91-af3f-e3a9025e4e94,8344428910571,8346198296127,2026-03-12T18:00:00,2026-03-12T18:08:54,534,voice,NG,prepaid,1.982,dropped,TOWER_3695,4G,8.839897,11.1799
7bfe3062-6065-40d1-81a9-5fda944992cc,7467639448044,6407245946680,2026-03-12T13:44:03,2026-03-12T13:45:12,69,voice,US,postpaid,0.214,dropped,TOWER_7951,3G,26.013755,-121.874389
161f0451-5c31-4537-acaa-909714d28dbc,4008944264238,8145238356432,2026-03-13T11:36:23,2026-03-13T11:57:09,1246,data,US,postpaid,2.555,completed,TOWER_1105,5G,25.585506,-119.324196
9b221cf0-f983-4d35-81e3-ff3e70286f47,5220327266865,6802563001793,2026-03-13T14:58:58,2026-03-13T15:20:32,1294,sms,BR,postpaid,4.952,dropped,TOWER_7194,3G,-16.360305,-44.511194
2833afd3-3097-46d3-87c6-4648f01a1945,1360972818754,3836911223590,2026-03-13T16:04:43,2026-03-13T16:23:41,1138,sms,UK,postpaid,2.038,completed,TOWER_4682,5G,57.092036,1.604106
afb04d6f-e3d3-45a1-8c8b-733d0c0ae951,3744695454245,3401100632705,2026-03-13T15:33:38,2026-03-13T15:34:55,77,data,BR,postpaid,0.321,completed,TOWER_8336,3G,-20.72108,-48.558139
8a7ce400-a242-4a07-88ed-b80d8bcb27a9,6785398955363,0099805207042,2026-03-11T20:20:24,2026-03-11T20:32:55,751,sms,DE,prepaid,1.081,failed,TOWER_7076,4G,51.26299,11.631162
b1b72832-f602-467c-b191-35a8279b8b52,6083072885401,8752183834347,2026-03-13T07:15:16,2026-03-13T07:39:34,1458,sms,NG,prepaid,4.178,failed,TOWER_4631,4G,12.380063,7.519288
1bb73566-29bb-4bfe-9e69-13221dea33be,5058626096389,7950932993435,2026-03-13T02:43:48,2026-03-13T03:10:27,1599,data,BR,prepaid,7.834,dropped,TOWER_1628,4G,4.895373,-56.953089
1789f49f-d19f-486f-8e22-c02332534063,5254266096843,9721486629561,2026-03-13T15:48:59,2026-03-13T16:15:48,1609,sms,DE,postpaid,5.016,failed,TOWER_5860,5G,49.430845,14.677908
36765d7b-d6ac-4d58-883c-c3bb04b390bf,2036090708450,9875294465287,2026-03-12T01:05:13,2026-03-12T01:31:36,1583,data,IN,prepaid,2.73,dropped,TOWER_3315,5G,24.466194,80.161076
5a1312eb-8e04-430b-b696-29417698606b,7647572239637,3240830160668,2026-03-12T08:29:36,2026-03-12T08:47:11,1055,sms,NG,postpaid,1.99,failed,TOWER_5835,4G,13.269373,13.404695
7d26f186-0de6-416c-b493-f05f0ee83ce2,7775077567025,8648358352322,2026-03-13T01:30:39,2026-03-13T01:31:16,37,voice,UK,postpaid,0.119,failed,TOWER_1825,3G,52.158631,-6.736909
64475b7c-81cf-4e7b-ac26-b5a1b0df0dd4,3608386018117,2103538963319,2026-03-12T21:45:18,2026-03-12T21:59:50,872,sms,BR,postpaid,1.128,completed,TOWER_5079,5G,-6.639932,-40.935827
2fa642dc-4437-47a1-bd67-f4b15ac952c8,2771538099149,5668088263388,2026-03-12T18:17:12,2026-03-12T18:35:33,1101,data,UK,prepaid,3.052,failed,TOWER_1130,4G,58.706383,-5.956007
5b842704-f2d7-47b0-bc95-583c5b482bbb,8904617638286,0565218839174,2026-03-13T06:40:33,2026-03-13T06:40:43,10,sms,DE,prepaid,0.018,dropped,TOWER_9781,4G,53.892529,9.720053
b0ae976e-d859-4fa6-9c40-5c302c0698d3,6253216573953,3459049588486,2026-03-12T10:04:28,2026-03-12T10:23:11,1123,voice,IN,prepaid,4.406,completed,TOWER_5334,4G,35.640977,91.37434
8f5e24af-46aa-4bfb-aedd-c7d72cf99027,0561926585250,6549730379414,2026-03-12T04:52:07,2026-03-12T05:15:15,1388,voice,IN,prepaid,1.395,completed,TOWER_1536,3G,33.053625,73.726748
a06af895-d5aa-4196-8e5b-cd0a6da55e43,9103727938254,4068006619359,2026-03-13T12:53:45,2026-03-13T12:59:59,374,sms,UK,postpaid,0.694,completed,TOWER_5691,5G,52.088951,-2.813145
770b42b4-7f73-470a-a3a3-b6e1a6a2d150,6988643393358,6813033068595,2026-03-12T09:44:04,2026-03-12T10:11:15,1631,data,BR,prepaid,1.815,completed,TOWER_7695,4G,-27.515405,-43.629235
959a42a8-15ae-4518-8c4a-5192e6a5fe59,3348071105016,8949446390101,2026-03-11T20:30:23,2026-03-11T20:56:05,1542,voice,UK,postpaid,5.308,dropped,TOWER_4456,5G,57.71442,-7.413823
1e25574e-14b6-4ef3-9570-238b3695b431,8512331560141,0183810133286,2026-03-12T23:01:49,2026-03-12T23:04:12,143,data,DE,postpaid,0.501,completed,TOWER_7554,4G,47.832453,9.635174
de0ffc44-d48d-498b-a14e-65451630095d,6097264376466,6937689049997,2026-03-12T14:15:38,2026-03-12T14:29:27,829,sms,IN,postpaid,3.747,completed,TOWER_6998,3G,20.381783,70.052951
